"rownum","i32_0","i32_4","MiscAnimated","i32_24","i32_28","i32_32","i32_36","i32_40","bool_44","i32_45","i32_49","i32_53","bool_57","[rid]_58","bool_74","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","string_96","bool_104","i32_105","bool_109","i32_110","i32_114","bool_118","i32_119","[string]_123","string_139","[i32]_147","string_163","string_171","i32_179","bool_183","[i32]_184","bool_200","i32_201","bool_205","rid_206","bool_222"
138,36990,0,[],0,1,2,70,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/Stalker/Stalker""]","triggerer.Transition(); triggerer.AddBuff( synthesis_reduced_aggro, 4, 100 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",4,1,[4391028],"",0,"",0,""
139,37238,0,[],0,1,2,70,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Ghouls/Ghoul"",""Metadata/Monsters/Ghouls/Ghoul2"",""Metadata/Monsters/Ghouls/GhoulFeeding""]","triggerer.Transition();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
140,37352,0,[],500,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/ShellMonster/ShellMonsterEmerge"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeNoSand"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeSmall"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeSmallNS"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergePoison"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeSmallPoison""]","triggerer.IfState (emerge, 0, {TriggerSkill( ShellCrabEmergeEG ); } ); triggerer.SetStateTo( emerge, 1 ); ","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
141,38310,0,[],2000,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/DemonSpiders/MeleeSpiderEmergeDrop_""]","triggerer.SetStateTo( emerge, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
142,38512,0,[],1200,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/RockSlider"",""Metadata/Monsters/RockSliderQuarry"",""Metadata/Monsters/RockSlider/RockSliderVoltaxic""]","triggerer.IfState (emerge, 0, { triggerer.SetStateTo( emerge, 1 ); } ); ","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",200,"",0,""
143,38926,0,[],500,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","DoAction(ChangeToStance1);",1,2,"",5,2,1,1,"[""Metadata/Monsters/HyenaMonster/HyenaMonster""]","DelayRandom( 0.2, 1.0, { triggerer.DoAction(ChangeToStance1); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
144,39228,0,[],100,1,3,55,0,"",13,13,100,"",[],"",2,0,4,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/BoneCultists/BoneCultists_Beast/BoneCultistBeast""]","triggerer.SetStateTo( rage, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",33,"",0,""
145,39452,0,[],500,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/DemonSpiders/SpiderSabre""]","triggerer.IfState (emerge, 0, {TriggerSkill( EGSabreSpiderEmerge ); } ); triggerer.SetStateTo( emerge, 1 ); ","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
146,39780,0,[5552],0,1,4,15,0,1,13,13,0,1,[],"",1,0,4,0,0,"","",1,2,"",1,2,"",1,"[""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot01"",""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot02"",""Metadata/Monsters/BoneCultists/BoneCultists_Shield/BoneCultistShield"",""Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultistNecromancer"",""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_01"",""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_02""]","triggerer.AddBuff(pitiful_fabrication_buff, 10, 20, 10);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
147,40882,0,[681],0,2,2,50,0,1,3,2,0,1,[],"",3,0,4,0,0,"","",1,2,"",1,2,"",1,"[""Metadata/Monsters/EtchedBeetles/SmallEtchedBeetleArmoured"",""Metadata/Monsters/EtchedBeetles/SmallEtchedBeetleDullArmour""]","triggerer.SetStateTo( buildup, 1 ); triggerer.StartStateTimer( discharge, 2 ); triggerer.AddBuff(scarab_energy_shield_buff, 2, 100, 3000, 1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",35,""
148,41452,0,[],0,1,3,13,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act2/2_4_2/Objects/PillarBreakable""]","triggerer.Transition();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
149,41594,0,[],0,1,5,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","this.floorlights -= floorlightstarget; SetStateTo( destroy_floorlight, 0); AddLifeThreshold( -20 );",1,2,"",5,4,"",4,"[""Metadata/Monsters/ForsakenSon/BossArenaObjects/ForsakenSonCenser""]","TriggerSkill( CGEForsakenBurningGround, triggerer ); triggerer.Delete();","[7471220,6750313,6619239,6619250,3014770,6619204,6619244,6619252,2687016,59,3211264,3276848,50,7602176,6881384,3014771,7471201,7209061,6226017,6357101,7012466,7471205,2097267,3997741,7536672,7274612,7143538,6357091,7077996,2097211]","","",5,1,[4391028],"",0,"",0,""
150,42138,0,[],0,1,4,10,0,1,13,13,0,"",[],"",1,0,7,0,0,"","this.arena_markers -= stormcall; SetStateTo( stormcall, 0 ); SetStateTo( startstormcall, 0);",1,2,"",5,4,"",4,"[""Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/StormcallArenaMarker""]","TriggerSkill(CGEBoneCultistShockedGround, triggerer); TriggerSkill( GABoneCultistBossLightStrike, triggerer);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",0,""
151,42750,0,[5532],350,1,2,120,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",1,4,1,4,"[""Metadata/Terrain/Gallows/Act2/2_2/Objects/WallSeals""]","","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","globals.wall_seals.Transition();","",0,1,[4391028],"",50,"",0,""
152,42960,0,[],300,2,2,80,0,1,6,2,10,1,[],"",1,0,4,-30,0,1,"",1,2,"",5,1,"",1,[],"TriggerSkill( MarakethMatriarchBeamBarrageTB2, triggerer );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",60,""
153,43094,0,[],0,1,4,10,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,1,"[""Metadata/Monsters/PerennialKingHumanBoss""]","triggerer.SetStateTo( corrupting, 0 );","[7471220,6750313,6619239,6619250,3014770,6553665,4522084,6684774,6488165,5242996,6488161,2621547,4259872,6357107,6357100,6881356,6815847,7209076,7209065,4718695,7602281,2687008,59,3211264,3276848,54,3211264,3276848,55,3211264]","","",0,1,[4391028],"",0,"",0,""
154,43372,0,[],0,3,2,7,2,1,6,2,-5,"",[],"",1,0,2,0,0,"","","",2,"",5,4,1,1,[],"triggerer.Transition();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
155,43384,0,[],0,3,2,2,40,1,6,2,-3,"",[],"",1,0,2,0,0,"","","",2,"",5,4,1,1,[],"triggerer.Transition();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
156,43396,0,[],300,2,2,80,0,1,6,2,10,1,[],"",1,0,4,30,0,1,"",1,2,"",5,1,"",1,[],"TriggerSkill( MarakethMatriarchBeamBarrageTB2Left, triggerer );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",60,""
157,43538,0,[6661],250,1,2,18,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",1,2,"",1,"[""Metadata/Monsters/EtchedBeetles/LargeEtchedBeetleBossMinion""]","triggerer.AddBuff( beetle_boss_buff, 5, 50, 20, 20 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
158,43806,0,[],500,1,2,60,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/HyenaMonster/HyenaMonster""]","DelayRandom( 0.2, 0.6, { triggerer.DoAction(ChangeToStance1); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
159,43962,0,[7120],0,1,4,22,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",1,2,"",1,"[""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee"",""Metadata/Monsters/VaalSavage/CannibalTribeDagger"",""Metadata/Monsters/VaalSavage/CannibalTribeGiant""]","triggerer.SetStateTo( buffed, 1 ); triggerer.AddBuff( cannibal_shaman_buff, infinite, 50, 100 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
160,44636,0,[7142],600,1,2,35,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/VaalSavage/VaalSavageBrute"",""Metadata/Monsters/VaalSavage/VaalSavageStalker"",""Metadata/Monsters/VaalSavage/VaalSavageGiant""]","triggerer.SetStateTo( buffed, 1 ); triggerer.AddBuff( vaal_savage_shaman_buff, infinite );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
161,45152,0,[],500,1,2,60,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Monkeys/MonkeyJungle""]","triggerer.SetStateTo( engaged, 1 ); triggerer.SetStateFlag( engaged, Locked ); triggerer.StartStateTimer( moral_boost, 5.0 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
162,45506,0,[],0,4,4,140,70,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act3/3_3/Objects/TreeNodeMarker""]","triggerer.StartMonsterSpawner(1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
163,45712,0,[],0,3,2,19,15,1,6,2,3,"",[],"",1,0,2,0,0,"","",1,1,"",5,2,"",1,"[""Metadata/Monsters/VaalSavage/SavageEffigy""]","triggerer.SetStateTo( fire, 1 ); ","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",0,""
164,45888,0,[],0,2,4,20,0,1,2,4,100,"",[],"",1,0,6,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","If( GetCurrentMoveSpeed() > 65, (){  triggerer.SetStateTo( explode, 1 ); }, (){  triggerer.SetStateTo( explode, 3 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",30,""
165,46384,0,[],200,1,3,22,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/VaalSavage/bonewall/SavageBoneWall""]","TriggerSkill( GABogGiantBoneWallShatter, slamlocation, NoFlags, 0, 100, triggerer ); triggerer.KillSelfNoDrops();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
166,46742,0,[],1200,1,2,40,0,"",13,13,0,"",[],"",1,0,2,0,0,"","TriggerSkill( GTVaalPyramidBeam );",1,2,"",5,2,"",2,"[""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolem"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbot"",""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemAncient"",""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemSpawned"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotAncient_"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotSpawned"",""Metadata/Monsters/VaalConstructs/Cycloning/VaalCycloneConstruct"",""Metadata/Monsters/VaalConstructs/Cycloning/VaalCycloneConstructSpawned"",""Metadata/Monsters/VaalConstructs/Ball/VaalBowlingBall"",""Metadata/Monsters/VaalConstructs/Ball/VaalBowlingBallSpawned""]","TriggerSkill( TBVaalPyramidReviveBeam, triggerer ); triggerer.reviver = this; TriggerSkill( VaalConstructPyramidReviveConstructs, triggerer);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",200,1,0,""
167,48526,0,[7164],170,1,3,130,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack1"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack2"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack3"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack4""]","TriggerSkill( GSBlackJawCrackExplosion, triggerer );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
168,49206,0,[7164],170,1,3,130,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack1"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack2"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack3"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack4""]","triggerer.SetStateTo( activated, 1 ); TriggerSkill( GSBlackJawCrackExplosion, triggerer );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
169,49450,0,[],0,2,2,60,0,1,6,2,100,1,[],"",1,0,4,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource9"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource10"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource11"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource20"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource21""]","triggerer.SetStateTo( blaze, 1); ","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",8,""
170,50270,0,[],0,1,2,120,0,1,13,13,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.MakeBeam( IgnagdukFireWaveBeam, this, FollowFrom|FollowTo, face_beam, gather_all ); triggerer.SetStateTo( burnin, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",5,"",[],"",0,"",0,""
171,50652,0,[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukBasicProjBeam, this, FollowFrom|FollowTo, face_beam, gather_left_01 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",90,""
172,51128,0,[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukBasicProjBeam, this, FollowFrom|FollowTo, face_beam, gather_right_01 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",90,""
173,51606,0,[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukDoubleFireboltBeam, this, FollowFrom|FollowTo, face_beam, gather_right_02 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",2,"",[],"",0,"",135,""
174,52094,0,[],0,2,2,220,0,"",4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","this.flamewall_sources += triggerer;","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",90,""
175,52190,0,[],0,1,4,30,0,"",13,13,0,"",[],"",1,0,2,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/DrownedCrew/DrownedCrewSword_"",""Metadata/Monsters/DrownedCrew/DrownedCrewAxe""]","triggerer.my_hag = this; triggerer.SetStateTo( revive, 1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",3,"",[],"",0,"",0,""
176,52528,0,[],0,1,4,3,0,1,13,13,0,1,[],"",1,0,2,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/VaalMonsters/ViperLegionnaire/ViperLegionnaireShield_""]","triggerer.SetStateTo( snaked, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",0,"",0,""
177,52766,0,[],0,1,4,5,0,1,13,13,0,"",[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield"",""Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShield"",""Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSword""]"," triggerer.SetStateTo( explode, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
178,53294,0,[7292],0,1,4,32,0,1,13,13,0,1,[],"",1,0,2,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/VaalMonsters/Living/VaalAxeThrower"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBlood"",""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrower"",""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter"",""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestFemale"",""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestMale""]","triggerer.SetCorpseUsable( false ); triggerer.SetStateTo( volatile, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",6,1,[4391028],"",0,"",0,""
179,54568,0,[],0,2,2,20,0,1,6,2,5,"",[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/VaalMonsters/Living/VaalAxeThrower"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBlood"",""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrower"",""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter""]","triggerer.KillSelfNoDrops(  );  this.elemental_target = triggerer;  triggerer.SetCorpseUsable( false );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",60,""
