"rownum","Id","ArtString_SMFile"
158,"PerandusLieutenant1","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour04/MasterArmour04BodyDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour04/MasterArmour04BootsDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour04/MasterArmour04GlovesDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/LeftFeathers/victory_feathersDex.sm -hunter_bodyShape -hunter_armsShape -hunter_lower_legsShape -hunter_upper_legsShape -hunter_beltShape -hunter_feetShape -hunter_handsShape -hunter_headShape -hunter_hairShape"
159,"PerandusLieutenant2","Art/Models/Items/Armours/BodyArmours/Unique/BronnsLithe/BodyBronsLitheDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/ArcaneArmour/ArcaneArmourBootsDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/wedjat/wedjatDexInt.sm -handsShape -feetShape -hairShape -headShape -armsShape -bodyShape -upper_legsShape -aprinShape"
160,"PerandusLieutenant3","Art/Models/Items/Armours/BodyArmours/Unique/Ashrend/BodyAshrendStrInt.sm & Art/Models/Items/Armours/Boots/BootsUnique/BootsUniqueStrInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrInt.sm -templar_headShape -templar_armsShape -templar_bodyShape -templar_upper_legsShape -templar_lower_legsShape -templar_bookShape -templar_cloth_bottomShape -templar_cloth_topShape -templar_neckShape -templar_handsShape -templar_feetShape"
161,"PerandusLieutenant4","Art/Models/Items/Armours/BodyArmours/Microtransactions/SteampunkGem/SteamPunkGemBodyStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/Steampunk/SteamPunkBootsStrDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Steampunk/SteamPunkGlovesStrDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/AngelHalo_01/angel_halo_01StrDexInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/wings/SteampunkBackpack/SteampunkBackpackStrDexInt.sm -adventurer_hairShape -adventurer_headShape -adventurer_feetShape -adventurer_handsShape -adventurer_necklaceShape -adventurer_bodyShape -adventurer_forearmsShape -adventurer_armsShape -adventurer_skirtShape -adventurer_upper_legsShape -adventurer_lower_legsShape"
162,"PerandusLieutenant5","Art/Models/Items/Armours/BodyArmours/Unique/DeathsOath/BodyDeathsOathStr.sm & Art/Models/Items/Armours/Boots/BootsUnique/BootsUniqueStr.sm & Art/Models/Items/Armours/Helmets/Microtransactions/VerdantArmour/VerdantArmourHelmetStr.sm & Art/Models/Items/Armours/Helmets/Microtransactions/FireHorns/fire_hornsStr.sm -warrior_feetShape -warrior_headShape -warrior_hairShape -warrior_bodyShape -warrior_skirtShape"
163,"PerandusLieutenant6","Art/Models/Items/Armours/BodyArmours/Unique/TheCovenant/BodyTheCovenantInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/Infernal/InfernalBootsInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Infernal/InfernalGlovesInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Infernal/InfernalHelmetInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Halo/HelmetHaloInt.sm -witch_hairBottomShape -witch_hairTopShape -witch_feetShape -witch_armsShape -witch_bodyShape -witch_skirtShape -witch_headShape -witch_handsShape"
164,"PerandusLieutenant7","Art/Models/Items/Armours/BodyArmours/Unique/DaressosDefiance/BodyDaressosDefianceStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/ArcaneArmour/ArcaneArmourBootsStrDex.sm & Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerStrDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/VictoryFeathers/victory_feathersStrDex.sm -swordman_headShape -swordman_hairShape -swordman_bodyShape -swordman_armsShape -swordman_upper_legsShape -swordman_lower_legsShape -swordman_feetShape -swordman_handsShape -swordman_forearmsShape"
165,"PerandusGuardBasic1","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrDexInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour03/MasterArmour03BodyStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour03/MasterArmour03BootsStrDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour03/MasterArmour03GlovesStrDexInt.sm -adventurer_hairShape -adventurer_headShape -adventurer_bodyShape -adventurer_armsShape -adventurer_lower_legsShape -adventurer_upper_legsShape -adventurer_skirtShape -adventurer_necklaceShape -adventurer_feetShape -adventurer_handsShape -adventurer_forearmsShape"
166,"PerandusGuardBasic2","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrDex.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour03/MasterArmour03BodyStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour03/MasterArmour03BootsStrDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour03/MasterArmour03GlovesStrDex.sm -swordman_headShape -swordman_hairShape -swordman_bodyShape -swordman_armsShape -swordman_upper_legsShape -swordman_lower_legsShape -swordman_feetShape -swordman_handsShape"
167,"PerandusGuardBasic3","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStr.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour03/MasterArmour03BodyStr.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour03/MasterArmour03BootsStr.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour03/MasterArmour03GlovesStr.sm -warrior_hairShape -warrior_headShape -warrior_bodyShape -warrior_armsShape -warrior_upper_legsShape -warrior_lower_legsShape -warrior_skirtShape -warrior_feetShape -warrior_handsShape -warrior_forearmsShape"
168,"PerandusGuardBasic4","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetDexInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour03/MasterArmour03BodyDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour03/MasterArmour03BootsDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour03/MasterArmour03GlovesDexint.sm -hairShape -headShape -bodyShape -armsShape -aprinShape -lower_legsShape -upper_legsShape -feetShape -handsShape"
169,"PerandusGuardBasic5","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetDex.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour03/MasterArmour03BodyDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour03/MasterArmour03BootsDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour03/MasterArmour03GlovesDex.sm -hunter_headShape -hunter_hairShape -hunter_bodyShape -hunter_armsShape -hunter_lower_legsShape -hunter_upper_legsShape -hunter_beltShape -hunter_feetShape -hunter_handsShape"
170,"PerandusGuardSupport1","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour02/MasterArmour02BodyInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesInt.sm -witch_headShape -witch_hairBottomShape -witch_hairTopShape -witch_bodyShape -witch_armsShape -witch_upper_legsShape -witch_lower_legsShape -witch_skirtShape -witch_feetShape -witch_handsShape"
171,"PerandusGuardSupport2","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrDex.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour02/MasterArmour02BodyStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsStrDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesStrDex.sm -swordman_headShape -swordman_hairShape -swordman_bodyShape -swordman_armsShape -swordman_upper_legsShape -swordman_lower_legsShape -swordman_feetShape -swordman_handsShape"
172,"PerandusGuardSupport3","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrDexInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour02/MasterArmour02BodyStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsStrDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesStrDexInt.sm -adventurer_hairShape -adventurer_headShape -adventurer_bodyShape -adventurer_armsShape -adventurer_lower_legsShape -adventurer_upper_legsShape -adventurer_skirtShape -adventurer_necklaceShape -adventurer_feetShape -adventurer_handsShape -adventurer_forearmsShape"
173,"PerandusGuardSupport4","Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetDex.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour02/MasterArmour02BodyDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesDex.sm -hunter_headShape -hunter_hairShape -hunter_bodyShape -hunter_armsShape -hunter_lower_legsShape -hunter_upper_legsShape -hunter_beltShape -hunter_feetShape -hunter_handsShape"
174,"IzaroSkeletons","Art/Models/MONSTERS/skeleton/IzaroSkullArmour02.sm"
175,"ProphecyWickedKing","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour01/MasterArmour01BodyStrInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour01/MasterArmour01BootsStrInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/GrandIceCrown_white/GrandIceCrown_white_StrInt.sm -templar_bodyShape -templar_bookShape -templar_cloth_bottomShape -templar_cloth_topShape -templar_upper_legsShape"
176,"ProphecyShadowQueen","Art/Models/Items/Armours/Boots/Microtransactions/ArcaneArmour/ArcaneArmourBootsDex.sm & Art/Models/Items/Armours/BodyArmours/Unique/ShavronnesWrappings/ShavronnesWrappingsDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/GrandIceCrown_white/GrandIceCrown_white_Dex.sm -hunter_armsShape -hunter_beltShape -hunter_bodyShape -hunter_feetShape -hunter_forearmsShape -hunter_hairShape -hunter_handsShape -hunter_lower_legsShape -hunter_upper_legsShape"
177,"ProphecyVerdantKing","Art/Models/Items/Armours/BodyArmours/Unique/BronnsLithe/BodyBronsLitheDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/GrandIceCrown_white/GrandIceCrown_white_DexInt.sm -aprinShape -arms1Shape -HandsShape"
178,"ProphecyUnhallowQueen","Art/Models/Items/Armours/BodyArmours/BodyStrDex1C/BodyStrDex1CStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/DemonKingArmour/DemonKingArmourBootsStrDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/GrandIceCrown_white/GrandIceCrown_white_StrDexInt.sm -adventurer_armsShape -adventurer_bodyShape -adventurer_feetShape -adventurer_forearmsShape -adventurer_necklaceShape"
179,"ProphecyFallenHeroFire","Art/Models/Items/Armours/BodyArmours/Unique/ThousandRibbons/BodyThousandRibbonsStrDexInt.sm & Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerStrDexInt.sm & Art/Models/Items/Armours/Helmets/Uniques/Goldrim/GoldrimStrDexInt.sm & Art/Models/Items/Armours/Boots/BootsShavronnesPace/BootsShavronnesPaceStrDexInt.sm adventurer_armsShape -adventurer_bodyShape -adventurer_necklaceShape -adventurer_skirtShape -adventurer_forearmsShape -adventurer_handsShape -adventurer_hairShape -adventurer_feetShape"
180,"ProphecyFallenHeroIce","Art/Models/Items/Armours/Helmets/Uniques/RimeGaze/HelmetRimeGazeInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/Icetomb/BodyIceTombInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/ArcticArmour/ArcticBootsInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/ArcticArmour/ArcticGlovesInt.sm -witch_armsShape -witch_bodyShape -witch_forearmsShape -witch_lower_legsShape -witch_skirtShape -witch_upper_legsShape -witch_feetShape -witch_handsShape"
181,"ProphecyFallenHeroLightning","Art/Models/Items/Armours/Helmets/Uniques/MindSpiral/HelmetMindSpiralDex.sm & Art/Models/Items/Armours/BodyArmours/Unique/Lioneye/LioneyeBodyDex.sm & Art/Models/Items/Armours/Gloves/Unique/WindsOfChange/WindsOfChangeDex.sm & Art/Models/Items/Armours/Boots/BootsWakeOfDestruction/BootsWakeOfDestructionDex.sm -hunter_hairShape -hunter_headShape -hunter_armsShape -hunter_bodyShape -hunter_beltShape -hunter_upper_legsShape -hunter_lower_legsShape -hunter_feetShape"
182,"ProphecyFallenHeroMinion","Art/Models/Items/Armours/Helmets/HelmetDex8/HelmetDex8StrInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/TheCovenant/BodyTheCovenantStrInt.sm & Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1StrInt.sm & Art/Models/Items/Armours/Boots/BootsInt4/BootsInt4StrInt.sm -polySurfaceShape3"
183,"ProphecyAmbitiousBandit","Art/Models/MONSTERS/Bandits/BodyTheCovenantBandit.sm -decorShape"
184,"ProphecyGemlingThaumaturge","Art/Models/Items/Armours/Helmets/Microtransactions/DemonKingHorns/demon_king_hornsStrInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetStrInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/Steampunk/SteamPunkBootsStrInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Steampunk/SteamPunkGlovesStrInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/SteampunkGem/SteamPunkGemBodyStrInt.sm -templar_headShape -templar_feetShape -templar_handsShape -templar_bodyShape -templar_armsShape -templar_forearmsShape -templar_bookShape -templar_cloth_bottomShape -templar_cloth_topShape -templar_upper_legsShape -templar_lower_legsShape"
185,"FrostfireMageMapBoss","Art/Models/Items/Armours/BodyArmours/Unique/CloakofFlameAlt/CloakofFlameAltBandit.sm & Art/Models/Items/Armours/Helmets/Uniques/HeatShiverAlt/HeatShiverAltBandit.sm & Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerBandit.sm & Art/Models/Items/Armours/Boots/BootsWakeOfDestruction/BootsWakeOfDestructionBandit.sm -bandit_upperbody_0Shape2 -bandit_legs_0Shape2 -bandit_Lhand_0Shape2 -bandit_Rhand_0Shape2"
186,"AtlasBossPhoenix","Art/Models/Items/Armours/BodyArmours/Microtransactions/PhoenixArmourSet/PhoenixArmourSetBodyStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/PhoenixArmourSet/PhoenixArmourSetBootsStrDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/PhoenixArmourSet/PhoenixArmourSetGlovesStrDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/PhoenixArmourSet/PhoenixArmourSetHelmetStrDex.sm -swordman_feetShape -swordman_hairShape -swordman_headShape -swordman_handsShape -swordman_armsShape -swordman_bodyShape -swordman_forearmsShape -swordman_lower_legsShape -swordman_upper_legsShape -swordman_neckShape"
187,"AtlasBossHydra","Art/Models/Items/Armours/BodyArmours/Microtransactions/HydraArmourSet/HydraArmourBodyDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/HydraArmour/HydraArmourBootsDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/HydraArmour/HydraArmourGlovesDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/HydraArmour/HydraArmourHelmetDex.sm -hunter_armsShape -hunter_beltShape -hunter_bodyShape -hunter_forearmsShape -hunter_lower_legsShape -hunter_neckShape -hunter_upper_legsShape -hunter_handsShape -hunter_feetShape -hunter_hairShape -hunter_headShape"
188,"AtlasBossMinotaur","Art/Models/Items/Armours/BodyArmours/Microtransactions/MinotaurArmourSet/MinotaurArmourBodyStr.sm & Art/Models/Items/Armours/Boots/Microtransactions/MinotaurArmour/MinotaurArmourBootsStr.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MinotaurArmour/MinotaurArmourGlovesStr.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MinotaurArmour/MinotaurArmourHelmetStr.sm -warrior_armsShape -warrior_bodyShape -warrior_forearmsShape -warrior_lower_legsShape -warrior_neckShape -warrior_skirtShape -warrior_upper_legsShape -warrior_headShape -warrior_hairShape -warrior_handsShape -warrior_feetShape"
189,"AtlasBossChimera","Art/Models/Items/Armours/Gloves/Microtransactions/ThrasherClawSkin/TrasherClawGlovesChimera.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/ChimeraArmourSet/ChimeraArmourBodyStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/ChimeraArmourSet/ChimeraArmourBootsStrDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/ChimeraArmourSet/ChimeraArmourGlovesStrDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/ChimeraArmourSet/ChimeraArmourHelmetStrDex.sm -swordman_feetShape -swordman_hairShape -swordman_headShape -swordman_handsShape -swordman_armsShape -swordman_bodyShape -swordman_forearmsShape -swordman_lower_legsShape -swordman_upper_legsShape"
190,"GeofriBoss","Art/Models/MONSTERS/SkeletonLarge/skeletonGeofri.sm"
191,"BreachBossFire","Art/Models/Items/Armours/BodyArmours/Microtransactions/Infernal/InfernalBodyStrBREACH.sm & Art/Models/Items/Armours/Boots/Microtransactions/Infernal/InfernalBootsStrBREACH.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Infernal/InfernalGlovesStrBREACH.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Infernal/InfernalHelmetStrBREACH.sm & Art/Models/Items/Armours/Gloves/Microtransactions/BreachDemonHand/DemonHandStr.sm -warrior_hairShape -warrior_feetShape -warrior_handsShape -warrior_skirtShape -warrior_bodyShape -warrior_armsShape -warrior_forearmsShape -warrior_upper_legsShape -warrior_lower_legsShape"
192,"BreachBossCold","Art/Models/Items/Armours/BodyArmours/Microtransactions/DemonKingArmour/DemonKingArmourBodyStrDexIntBREACH.sm & Art/Models/Items/Armours/Boots/Microtransactions/DemonKingArmour/DemonKingArmourBootsStrDexIntBREACH.sm & Art/Models/Items/Armours/Gloves/Microtransactions/DemonKingArmour/DemonKingArmourGlovesStrDexIntBREACH.sm & Art/Models/Items/Armours/Helmets/Microtransactions/DemonKingArmour/DemonKingArmourHelmetsStrDexIntBREACH.sm -adventurer_hairShape -adventurer_feetShape -adventurer_handsShape -adventurer_necklaceShape -adventurer_bodyShape -adventurer_forearmsShape -adventurer_armsShape -adventurer_skirtShape -adventurer_upper_legsShape -adventurer_lower_legsShape --adventurer_headShape"
193,"BreachBossLightning","Art/Models/Items/Armours/BodyArmours/Microtransactions/ArcaneArmour/ArcaneArmourBodyDexBREACH.sm & Art/Models/Items/Armours/Boots/Microtransactions/ArcaneArmour/ArcaneArmourBootsDexBREACH.sm & Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesDexBREACH.sm & Art/Models/Items/Armours/Helmets/Microtransactions/ArcaneArmour/ArcaneArmourHelmetDexBREACH.sm -hunter_bodyShape -hunter_armsShape -hunter_lower_legsShape -hunter_upper_legsShape -hunter_beltShape -hunter_feetShape -hunter_handsShape -hunter_forearmsShape -hunter_headShape -hunter_hairShape -hunter_neckShape"
194,"BreachBossPhysical","Art/Models/Items/Armours/BodyArmours/Microtransactions/VerdantArmour/VerdantArmourBodyIntBREACH.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsIntBREACH.sm & Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesIntBREACH.sm & Art/Models/Items/Armours/Helmets/Microtransactions/VerdantArmour/VerdantArmourHelmetIntBREACH.sm -witch_bodyShape -witch_armsShape -witch_upper_legsShape -witch_lower_legsShape -witch_skirtShape -witch_feetShape -witch_handsShape -witch_headShape -witch_hairBottomShape -witch_hairTopShape"
195,"BreachBossChaos","Art/Models/Items/Armours/BodyArmours/Microtransactions/Necrotic/NecroticBodyDexIntBREACH.sm & Art/Models/Items/Armours/Boots/Microtransactions/Necrotic/NecroticBootsDexIntBREACH.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Necrotic/NecroticGlovesDexIntBREACH.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Necrotic/NecroticHelmetDexIntBREACH.sm -hairShape -feetShape -handsShape -armsShape -bodyShape -forearmsShape -aprinShape -upper_legsShape -lower_legsShape"
196,"BreachBossOverlord","Art/Models/Items/Armours/ArmourSets/Direblade/DirebladeBodyStrDexIntBREACH.sm & Art/Models/Items/Armours/ArmourSets/Direblade/DirebladeBootsStrDexIntBREACH.sm & Art/Models/Items/Armours/ArmourSets/Direblade/DirebladeGlovesStrDexIntBREACH.sm & Art/Models/Items/Armours/ArmourSets/Direblade/DirebladeHelmetStrDexIntBREACH.sm -adventurer_headShape -adventurer_feetShape -adventurer_handsShape -adventurer_armsShape -adventurer_bodyShape -adventurer_forearmsShape -adventurer_lower_legsShape -adventurer_necklaceShape -adventurer_skirtShape -adventurer_upper_legsShape -adventurer_hairShape"
197,"LunarisGuard","Art/Models/Items/Armours/BodyArmours/Microtransactions/LunarisArmour/LunarisArmourBodyDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/LunarisArmour/LunarisArmourBootsDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/LunarisArmour/LunarisArmourGlovesDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/LunarisArmour/LunarisArmourHelmetDex.sm -hunter_armsShape -hunter_beltShape -hunter_bodyShape -hunter_feetShape -hunter_forearmsShape -hunter_hairShape -hunter_handsShape -hunter_headShape -hunter_lower_legsShape -hunter_neckShape -hunter_upper_legsShape"
198,"SolarisGuard","Art/Models/Items/Armours/BodyArmours/Microtransactions/RadiantArmour/RadiantBodyStrInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/RadiantArmour/RadiantBootsStrInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/RadiantArmour/RadiantGlovesStrInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/RadiantArmour/RadiantHelmetStrInt.sm -templar_armsShape -templar_bodyShape -templar_bookShape -templar_cloth_bottomShape -templar_cloth_topShape -templar_feetShape -templar_headShape -templar_lower_legsShape -templar_neckShape -templar_upper_legsShape"
199,"WarHeroDuelist","Art/Models/Items/Armours/BodyArmours/BodyStrDex1C/BodyStrDex1CStrDex.sm & Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1StrDex.sm & Art/Models/Items/Armours/Boots/BootsStrDex3/BootsStrDex3StrDex.sm & Art/Models/Items/Armours/Helmets/HelmetStr8/HelmetStr8StrDex.sm -swordman_armsShape -swordman_bodyShape -swordman_feetShape -swordman_forearmsShape -swordman_hairShape -swordman_handsShape -swordman_headShape"
200,"WarHeroScion","Art/Models/Items/Armours/BodyArmours/BodyStrDex1C/BodyStrDex1CStrDexInt.sm & Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1StrDexInt.sm & Art/Models/Items/Armours/Boots/BootsStrDex3/BootsStrDex3StrDexInt.sm & Art/Models/Items/Armours/Helmets/HelmetStr8/HelmetStr8StrDexInt.sm -adventurer_armsShape -adventurer_bodyShape -adventurer_feetShape -adventurer_forearmsShape -adventurer_hairShape -adventurer_handsShape -adventurer_headShape -adventurer_necklaceShape -adventurer_neckShape -adventurer_skirtShape"
201,"WarHeroTemplar","Art/Models/Items/Armours/BodyArmours/BodyStrDex1C/BodyStrDex1CStrInt.sm & Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1StrInt.sm & Art/Models/Items/Armours/Boots/BootsStrDex3/BootsStrDex3StrInt.sm & Art/Models/Items/Armours/Helmets/HelmetStr8/HelmetStr8StrInt.sm -templar_armsShape -templar_bodyShape -templar_bookShape -templar_cloth_bottomShape -templar_cloth_topShape -templar_feetShape -templar_forearmsShape -templar_handsShape -templar_headShape -templar_neckShape -templar_upper_legsShape"
202,"KitavaMinionBoss","Art/Models/MONSTERS/KitavaUniqueMinion/gloves.sm & Art/Models/MONSTERS/KitavaUniqueMinion/helmet.sm & Art/Models/MONSTERS/KitavaUniqueMinion/body.sm & Art/Models/MONSTERS/KitavaUniqueMinion/boots.sm"
203,"Titucius","Art/Models/Items/Armours/Helmets/Microtransactions/Beast/BeastHelmetAgedStrDex.sm & Art/Models/Items/Armours/BodyArmours/Unique/DomeofBrass/DomeofBrassAgedStrDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Beast/BeastGlovesAgedStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/Beast/BeastBootsAgedStrDex.sm"
204,"SkeletonRoman","Art/Models/MONSTERS/skeleton/SkeletonRoman.sm"
205,"DockworkerChampion","Art/Models/MONSTERS/Bandits/BanditStormcallerGloves.sm"
206,"BanditRoman","Art/Models/MONSTERS/Bandits/BanditRomanArmour.sm"
207,"SkeletonRomanHelmet","Art/Models/MONSTERS/skeleton/SkeletonRoman.sm & Art/Models/MONSTERS/skeleton/SkeletonHelmetStr3Golden.sm"
208,"GeneralAdus","Art/Models/Items/Armours/BodyArmours/Microtransactions/StormcallerArmour/StormcallerBodyStrAged.sm & Art/Models/Items/Armours/Boots/Microtransactions/StormcallerArmour/StormcallerBootsStrAged.sm & Art/Models/Items/Armours/Gloves/Microtransactions/StormcallerArmour/StormcallerGlovesStrAged.sm & Art/Models/Items/Armours/Helmets/Microtransactions/SkullSteamPunk/SkullSteamPunkStr.sm -warrior_hairShape -warrior_headShape -warrior_feetShape -warrior_handsShape -warrior_neckShape -warrior_armsShape -warrior_forearmsShape -warrior_bodyShape -warrior_upper_legsShape -warrior_lower_legsShape -warrior_skirtShape"
209,"BearerOfTheGuardian","Art/Models/Items/Armours/AnimateArmour/BootsMaster01BloodlineAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/GlovesMaster01BloodlineAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/HelmetMaster01BloodlineAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/BodyMaster01BloodlineAnimateArmour.sm"
