"rownum","BaseMetadata","i32_8","[rid]_12","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","bool_66","bool_67","bool_68","bool_69","i32_70","i32_74","i32_78","i32_82","rid_86","bool_102","bool_103","i32_104","Script","bool_116"
587,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_2",173,"[7075,7094]",6,1000,0,5,550,1100,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.DoAction( Emerge );",""
588,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_2",239,"[7075,7094]",6,1000,0,5,500,900,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.DoAction( Emerge );",""
589,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_2",369,"[7075,7094]",6,1000,0,5,400,600,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.DoAction( Emerge );",""
590,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",1,"[7085,7061,7067]",3,1000,0,5,2394,4788,0,0,"",1,"","","","","","","","",2,10,10,5,"","","",1,"triggerer.DoAction( Emerge );",""
591,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",52,"[7085,7061,7067]",3,1000,0,5,1650,2400,0,0,"",1,"","","","","","","","",2,10,15,6,"","","",1,"triggerer.DoAction( Emerge );",""
592,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",92,"[7085,7061,7067]",3,1000,0,5,1000,2100,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.DoAction( Emerge );",""
593,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",173,"[7085,7061,7067]",3,1000,0,5,900,1850,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.DoAction( Emerge );",""
594,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",239,"[7085,7061,7067]",3,1000,0,5,850,1650,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.DoAction( Emerge );",""
595,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/ProtoVaalCity_Spawner2_3",369,"[7085,7061,7067]",3,1000,0,5,700,1500,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.DoAction( Emerge );",""
596,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_1",1,[2779],1,0,0,0,0,0,0,0,"","","","","","","","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( WalkEmerge );",""
597,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_2",1,[2780],1,0,0,0,0,0,0,0,"","","","","","","","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( WalkEmerge );",""
598,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_3",1,[2781],1,0,0,0,0,0,0,0,"","","","","","","","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( WalkEmerge );",""
599,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_4",1,[2782],1,0,0,0,0,0,0,0,"","","","","","","","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( WalkEmerge );",""
600,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_5",1,[2783],1,0,0,0,0,0,0,0,"","","","","","","","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( WalkEmerge );",""
601,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/RogueExileEncounter/RogueExileEncounterTier1_6",1,[2784],1,0,0,0,0,0,0,0,"","","","","","","","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( WalkEmerge );",""
602,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",1,[7293],1,0,0,0,1000,1000,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" ); next.Transition();",""
603,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",9,[7293],1,0,0,0,800,800,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" ); next.Transition();",""
604,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",29,[7293],1,0,0,0,650,650,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" ); next.Transition();",""
605,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",52,[7293],1,0,0,0,500,500,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" ); next.Transition();",""
606,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",92,[7293],1,0,0,0,400,400,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" ); next.Transition();",""
607,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",173,[7293],1,0,0,0,300,300,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" ); next.Transition();",""
608,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_1",239,[7293],1,0,0,0,250,250,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" ); next.Transition();",""
609,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_2",1,[7293],1,0,0,0,2000,2000,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 10, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeEncounterBoss\"", { Transition(); } ); } ); triggerer.ForEachInRange( 120, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" );",""
610,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/MossMonsterEncounter/MossMonsterEncounterTier1_3",1,[7293],1,0,0,0,2000,2000,0,0,"","","","","",1,"","","","",0,0,0,0,"","","",1,"triggerer.ForEachInRange( 30, { IfType( \""Metadata/Monsters/MossMonster/MossMonsterEmergeDelveEncounter\"", { Transition(); } ); } ); triggerer.SpawnServerEffect( \""Metadata/Effects/Spells/quake_slam/large/quakeslamshockwave.ao\"" );",""
611,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",1,"[7295,7296]",100,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
612,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",9,"[7295,7296]",100,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
613,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",29,"[7295,7296]",100,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
614,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",52,"[7295,7296]",100,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
615,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",92,"[7295,7296]",100,1000,0,0,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
616,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",173,"[7295,7296]",100,1000,0,0,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
617,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_1",239,"[7295,7296]",100,1000,0,0,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
618,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",1,[7256],100,1000,0,0,3700,7300,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
619,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",9,[7256],100,1000,0,0,3200,6300,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
620,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",29,[7256],100,1000,0,0,2700,5500,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
621,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",52,[7256],100,1000,0,0,2300,4800,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
622,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",92,[7256],100,1000,0,0,2000,4200,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
623,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",173,[7256],100,1000,0,0,1800,3700,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
624,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/SulphurVentsFossilEncounter/SulphurVentsFossilEncounter1_2",239,[7256],100,1000,0,0,1700,3300,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
625,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",1,[7298],20,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
626,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",9,[7298],20,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
627,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",29,[7298],20,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
628,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",52,[7298],20,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
629,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",92,[7298],20,1000,0,0,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
630,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",173,[7298],20,1000,0,0,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
631,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_1",239,[7298],20,1000,0,0,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
632,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",1,[7297],10,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
633,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",9,[7297],10,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
634,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",29,[7297],10,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
635,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",52,[7297],10,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
636,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",92,[7297],10,1000,0,0,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
637,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",173,[7297],10,1000,0,0,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
638,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_2",239,[7297],10,1000,0,0,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
639,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",1,[7259],5,1000,0,0,3700,7300,0,0,"",1,"","","","","","","","",1,5,0,10,"","","",1,"triggerer.DoAction( Emerge );",""
640,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",9,[7259],5,1000,0,0,3200,6300,0,0,"",1,"","","","","","","","",1,5,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
641,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",29,[7259],5,1000,0,0,2700,5500,0,0,"",1,"","","","","","","","",1,5,0,20,"","","",1,"triggerer.DoAction( Emerge );",""
642,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",52,[7259],5,1000,0,0,2300,4800,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
643,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",92,[7259],5,1000,0,0,2000,4200,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
644,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",173,[7259],5,1000,0,0,1800,3700,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
645,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_3",239,[7259],5,1000,0,0,1700,3300,0,0,"",1,"","","","","","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
646,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/HellionEncounter/HellionEncounterTier1_4",1,[7299],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( Emerge );",""
647,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",1,"[7306,7307,7309,7308]",20,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.DoAction( WalkEmerge );",""
648,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",9,"[7306,7307,7309,7308]",20,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.DoAction( WalkEmerge );",""
649,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",29,"[7306,7307,7309,7308]",20,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( WalkEmerge );",""
650,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",52,"[7306,7307,7309,7308]",20,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( WalkEmerge );",""
651,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",92,"[7306,7307,7309,7308]",20,1000,0,0,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( WalkEmerge );",""
652,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",173,"[7306,7307,7309,7308]",20,1000,0,0,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( WalkEmerge );",""
653,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_1",239,"[7306,7307,7309,7308]",20,1000,0,0,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.DoAction( WalkEmerge );",""
654,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",1,[7310],5,1000,0,0,3700,7300,0,0,"",1,"","","","","","","","",1,5,20,0,"","","",1,"triggerer.DoAction( Emerge );",""
655,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",9,[7310],5,1000,0,0,3200,6300,0,0,"",1,"","","","","","","","",1,5,25,0,"","","",1,"triggerer.DoAction( Emerge );",""
656,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",29,[7310],5,1000,0,0,2700,5500,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
657,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",52,[7310],5,1000,0,0,2300,4800,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
658,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",92,[7310],5,1000,0,0,2000,4200,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
659,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",173,[7310],5,1000,0,0,1800,3700,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
660,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_2",239,[7310],5,1000,0,0,1700,3300,0,0,"",1,"","","","","","","","",1,5,30,0,"","","",1,"triggerer.DoAction( Emerge );",""
661,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",1,[7256],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,5,0,10,"","","",1,"triggerer.DoAction( Emerge );",""
662,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",9,[7256],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,5,0,15,"","","",1,"triggerer.DoAction( Emerge );",""
663,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",29,[7256],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,5,0,20,"","","",1,"triggerer.DoAction( Emerge );",""
664,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",52,[7256],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
665,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",92,[7256],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
666,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",173,[7256],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
667,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CrabEncounter/CrabEncounterTier1_3",239,[7256],1,0,0,0,0,0,0,0,"",1,"","","",1,"","","","",1,5,0,25,"","","",1,"triggerer.DoAction( Emerge );",""
668,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",1,[7300],20,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
669,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",9,[7300],20,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
670,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",29,[7300],20,1000,0,0,2040,4080,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
671,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",52,[7300],20,1000,0,0,1680,3360,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
672,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",92,[7300],20,1000,0,0,1300,2700,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
673,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",173,[7300],20,1000,0,0,1100,2200,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
674,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_1",239,[7300],20,1000,0,0,1000,1800,0,0,"",1,"","","","","","","","",2,10,30,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
675,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",1,[7301],10,1000,0,0,2760,5520,0,0,"",1,"","","","","","","","",2,10,20,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
676,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_2",9,[7301],10,1000,0,0,2400,4800,0,0,"",1,"","","","","","","","",2,10,25,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
